"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","경도(X좌표)","위도(Y좌표)","유무료","문화포털상세URL"
"교육/체험","종로구","[서울공예박물관] 장인의 보물상자(나전공예)[5, 6학년]_8월","2024-08-03~2024-08-17","서울공예박물관 교육동(어린이박물관) 4층 교육실","서울공예박물관","초등학교 5, 6학년","","","","","https://craftmuseum.seoul.go.kr/progrm/view/230","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b50fdc89a07b414ab6c4fb43f349295d&thumb=Y","2024-07-25","기관","2024-08-03 00:00:00.0","2024-08-17 00:00:00.0","어린이/청소년 문화행사","126.983533363501","37.5766481740232","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148425&menuNo=200011"
"교육/체험","종로구","[서울공예박물관] 장인의 보물상자(나전공예)[3, 4학년]_8월","2024-08-03~2024-08-17","서울공예박물관 교육동(어린이박물관) 4층 교육실","서울공예박물관","초등학교 3, 4학년","","","","","https://craftmuseum.seoul.go.kr/progrm/view/242","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1db0a385efb249979670b171e35f51dc&thumb=Y","2024-07-25","기관","2024-08-03 00:00:00.0","2024-08-17 00:00:00.0","어린이/청소년 문화행사","126.983533363501","37.5766481740232","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148424&menuNo=200011"
"전시/미술","성동구","[성동문화재단] 기억의 색 노랑","2024-08-03~2024-08-14","소월전시실","성동문화재단","누구나","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1104&page=2&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fed1953d561744f4812031a3fb93a369&thumb=Y","2024-07-31","기관","2024-08-03 00:00:00.0","2024-08-14 00:00:00.0","기타","127.036006376334","37.5593072327953","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148558&menuNo=200009"
"교육/체험","종로구","[서울무형유산교육전시장] 초등학생 무형유산 일일체험","2024-08-03~2024-08-11","서울무형유산교육전시장 지하1층 세미나실","서울시청","초등학생 4~6학년 대상","체험비 전액 무료","강사 : 서울특별시무형유산 나전장 정명채 보유자 / 홍염장 김경열 보유자 / 단청장 김수연 전승교육사 / 은공장 이황재 이수자","2024년 여름방학을 맞이하여 초등학교 4~6학년 학생들이 서울무형유산을 체험해 보는 프로그램입니다.","","http://www.seoulmaster.co.kr/bbs/board.php?bo_table=bbs1&wr_id=174","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9938d984fdc84a4fb356ffc880acc101&thumb=Y","2024-07-23","기관","2024-08-03 00:00:00.0","2024-08-11 00:00:00.0","어린이/청소년 문화행사","126.991104508988","37.5769351431409","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148334&menuNo=200011"
"교육/체험","강서구","[강서문화원] 여름방학 체험특강 - 3D펜","2024-08-03~2024-08-10","강서아트리움 5층 커뮤니티실","강서문화원","초등 1~6학년","8,000원","","","","https://culture.gangseo.seoul.kr/gsfc/education/view.do?eduSn=81&menuNo=800042","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=272c276fa29044ea8f9d5cfdd2e4db75&thumb=Y","2024-07-19","기관","2024-08-03 00:00:00.0","2024-08-10 00:00:00.0","어린이/청소년 문화행사","126.837642139084","37.537543087798","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148258&menuNo=200011"
"전시/미술","성북구","[스페이스 아텔] Hey,No","2024-08-03~2024-08-07","아텔 내부","기타","누구나","","","","","https://artel-official-site.webflow.io/exhibitions/hey-no","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=454ec9720d774f92b55f08edc992a233&thumb=Y","2024-07-26","시민","2024-08-03 00:00:00.0","2024-08-07 00:00:00.0","기타","127.020899246809","37.5926264060614","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148460&menuNo=200009"
"영화","마포구","2024 한강페스티벌 여름축제 [한강수상한영화관]","2024-08-03~2024-08-04","망원한강공원 스타벅스 인근 수상 및 둔치","한강사업본부","일반시민 ※ 12세 미만은 보호자 동반 필요","","","","","https://hangang.seoul.go.kr/www/eventMng/detail.do?srchType=list&evntSn=216&mid=538","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58f48fc486d74ed6a21993ea710b6bc8&thumb=Y","2024-08-01","기관","2024-08-03 00:00:00.0","2024-08-04 00:00:00.0","기타","126.899887164828","37.5523429618711","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148595&menuNo=200013"
"영화","서초구","2024 한강페스티벌여름축제 [한강스타숲영화관]","2024-08-03~2024-08-04","잠원한강공원 BTS 지민숲","한강사업본부","일반시민(제한없음)","","","","","https://hangang.seoul.go.kr/www/eventMng/detail.do?srchType=list&evntSn=213&mid=538","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ec9153b5a9d444ceaa45143ffdb324ae&thumb=Y","2024-08-01","기관","2024-08-03 00:00:00.0","2024-08-04 00:00:00.0","기타","127.012272942402","37.5207505466926","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148601&menuNo=200013"
"클래식","서초구","[서초문화재단] [2024 클래식다방 - 르네뮤직홀] 무용X음악 매혹적인 콜라보","2024-08-03~2024-08-03","르네뮤직홀","서초문화재단","초등학생 이상","전석 1만원 / 서초구민 50% 할인","","","","https://seoripulac.or.kr/modules/board/bd_view.html?no=213&id=program&mc_code=1110&or=bd_order&al=asc","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=65e1b89fb84d47c3b57ba12461fb05a2&thumb=Y","2024-07-13","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","127.013426296474","37.4827051786813","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148148&menuNo=200008"
"교육/체험","중구","[서울도서관] 2024 움직이는 책방(이동형 서울형 책방) 5회 : 가가77페이지","2024-08-03~2024-08-03","광화문 책마당 실내라운지","서울도서관","사전신청자","","","","","https://lib.seoul.go.kr/lecture/applyDetail/5302","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=236755ed720f4bd0b5e4f575cfdcb5c3&thumb=Y","2024-07-26","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.977829174031","37.5663174209601","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148454&menuNo=200011"
"교육/체험","마포구","[서울생활문화센터 서교] 생생리페어샵_돌아가는 미니어쳐 LP플레이어 만들기","2024-08-03~2024-08-03","서울생활문화센터 서교 커뮤니티실","서울생활문화센터-서교","시민 누구나","","","","","https://seogyocenter.or.kr/programnow/?idx=443","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b1fc6bdd8f64465d938f20f045bf821b&thumb=Y","2024-07-11","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","문화가 있는 날","126.916493990351","37.5508138163956","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148129&menuNo=200011"
"클래식","종로구","[세종문화회관] 해설이 있는 청소년음악회 감탄사 시리즈 1","2024-08-03~2024-08-03","세종체임버홀","세종문화회관","2017년생~","R석 33,000원｜S석 22,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35377&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a33f1fc34f14f5e8e30955725645d64&thumb=Y","2024-07-05","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.9760053","37.5726241","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147998&menuNo=200008"
"국악","송파구","[송파문화재단] 2024 송파문화예술활성화 지원사업 선정작 [공존 Co- Existence]","2024-08-03~2024-08-03","석촌호수아뜰리에","송파문화재단","전연령 관람 가능","","","","","https://www.songpafac.or.kr/notice_view.do?brd_seq=855&curPage=&searchtype=&keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5548144d82d842ebba3aabadfb5b9921&thumb=Y","2024-07-19","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","127.098243601383","37.5067771140172","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148249&menuNo=200008"
"클래식","강북구","프렌즈 오브 뮤직 [청소년 음악회]","2024-08-03~2024-08-03","꿈의숲 콘서트홀","세종문화회관","6세 이상 관람 가능 (2018년생)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35346&menuNo=200320#none","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e13cc50d04d422b895e0ff16bb022b7&thumb=Y","2024-07-15","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","127.044324732036","37.6202544613023","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148164&menuNo=200008"
"교육/체험","구로구","[서울아트책보고] 앝!북! 트레일러 BOOK","2024-08-03~2024-08-03","서울아트책보고 워크숍룸","서울아트책보고","초등학교 고학년","5,000원","","","","https://www.artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=18018","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41c95843b88c4d58978f3eb2a51371a6&thumb=Y","2024-07-22","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.867088741096","37.4982125677913","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148309&menuNo=200011"
"축제-문화/예술","성동구","[성동문화재단] 어린이 물놀이 축제 2024 성동왕국","2024-08-03~2024-08-03","왕십리광장 (남측)","성동문화재단","유아(5~7세), 초등학생","","","","","https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1078&page=1&p_kind=&s_idx=&s_keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=24b31508a4fb46d6956a0459dafb0514&thumb=Y","2024-07-16","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","어린이/청소년 문화행사","127.037056057591","37.5617085150461","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148184&menuNo=200010"
"교육/체험","영등포구","[서울문화재단] [취향의 온도] 나의 클래식 취향 찾기","2024-08-03~2024-08-03","서울문화예술교육센터 용산 1층","서울문화재단","관심있는 일반 성인 50명","","","","","https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=34112","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d9d6bef0c3cc4bf68acf5ec723162248&thumb=Y","2024-07-05","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","","126.966566172294","37.5269056148241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148005&menuNo=200011"
"무용","강동구","[강동문화재단] KT&G장학재단과 함께하는 BALLET SHOWING Ⅳ","2024-08-03~2024-08-03","대극장 한강","강동문화재단","8세 이상 관람가","","","","","https://www.gdfac.or.kr/product/ko/performance/258096","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e88c4461db3f46738a0cc23202fbf5b4&thumb=Y","2024-07-18","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.867088741096","37.4982125677913","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148205&menuNo=200008"
"교육/체험","종로구","[서울공예박물관] 뮤지엄 멘토: MUSEUM人을 만나다 #7 도슨트","2024-08-03~2024-08-03","서울공예박물관 교육동(어린이박물관) 강당","서울공예박물관","성인, 청소년, 모든 시민","","","","","https://craftmuseum.seoul.go.kr/progrm/view/269","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=438c7891c3784f33a1369d0e95f20a91&thumb=Y","2024-07-22","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.983533363501","37.5766481740232","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148322&menuNo=200011"
"기타","중구","[서울남산국악당] 동해안 굿 [대신(大神)]","2024-08-03~2024-08-03","서울남산국악당 크라운해태홀","서울남산국악당","8세 이상","전석 30,000원","","","","https://www.hanokmaeul.or.kr/ko/g/perf/%ea%b3%b5%eb%8f%99%ea%b8%b0%ed%9a%8d-%eb%8f%99%ed%95%b4%ec%95%88-%ea%b5%bf-%eb%8c%80%ec%8b%a0%e5%a4%a7%e7%a5%9e","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8fe3744495e243c2b4174bccfb41958e&thumb=Y","2024-07-08","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.994021611776","37.5583499463987","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148044&menuNo=200013"
"콘서트","강서구","[강서문화원] VIVA 컨템포디보","2024-08-03~2024-08-03","강서아트리움 아리홀","강서문화원","초등학생 이상","","","","","https://culture.gangseo.seoul.kr/gsfc/culture/gsculture/perform/view.do?cultureSn=78&menuNo=800064","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e50845cf003b4348bf54f31f6e04bdb6&thumb=Y","2024-07-08","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","기타","126.837642139084","37.537543087798","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148065&menuNo=200008"
"콘서트","종로구","[종로문화재단] 이상한 북콘서트","2024-08-03~2024-08-03","어린이청소년 국학도서관 국학도서관 열람실","종로문화재단","연나이 5~7세 아동과 학부모","","","","","https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=2245","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=33bfe7be42224025b12e635100a7d13f&thumb=Y","2024-07-11","기관","2024-08-03 00:00:00.0","2024-08-03 00:00:00.0","어린이/청소년 문화행사","126.995540232987","37.588685880434","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148120&menuNo=200008"
"축제-문화/예술","강북구","[강북문화재단] 2024 강북Festa 공연 (8월 매주 토요일 5팀)","2024-08-03~2024-07-31","강북문화예술회관 강북진달래홀","강북문화재단","공연별 상이","","","","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=239","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=772588333e424a3b9cdfb4c29ad16e72&thumb=Y","2024-07-18","기관","2024-08-03 00:00:00.0","2024-07-31 00:00:00.0","기타","127.013878144422","37.6409897866256","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148210&menuNo=200010"
"전시/미술","용산구","청일전쟁 130년 ? 러일전쟁 120년 기획전시 [한반도 운명을 바꾼 그들의 전쟁]","2024-08-02~2024-12-29","식민지역사박물관 1층 돌모루홀","기타","누구나","","","","","http://historymuseum.or.kr/news/notice/?uid=823&mod=document","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=297a39f06f4d4a7388ea161216900fb4&thumb=Y","2024-08-29","시민","2024-08-02 00:00:00.0","2024-12-29 00:00:00.0","기타","126.96683633939","37.5457847154633","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149253&menuNo=200009"
"전시/미술","종로구","[세종문화회관] 아뜰리에광화 : 2024 광장으로의 초대","2024-08-02~2024-12-08","세종문화회관 외벽 미디어 갤러리","세종문화회관","전체 관람 가능","","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35449&menuNo=200005","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8fac0f929fbf46808d303330bde3648a&thumb=Y","2024-08-06","기관","2024-08-02 00:00:00.0","2024-12-08 00:00:00.0","기타","126.9760053","37.5726241","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148677&menuNo=200009"
"전시/미술","은평구","[은평문화재단] 2024. 신진 청년작가 공모 지원사업 [사이]","2024-08-02~2024-10-15","은평문화예술회관 전시실(B1)","은평문화재단","누구나","","","","","https://www.efac.or.kr//sub01/sub01.php?type=view&uid=4223","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df2091d4b2a24e3a8b8bdf53224c9435&thumb=Y","2024-07-26","기관","2024-08-02 00:00:00.0","2024-10-15 00:00:00.0","기타","126.927901672834","37.6036996869964","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148457&menuNo=200009"
"전시/미술","종로구","[종로문화재단] 삼청공원 숲속도서관 [생태도서 전시] ","2024-08-02~2024-09-30","삼청공원 숲속도서관","종로문화재단","누구나","","","","","https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=2257","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0402d66b03124681bd37a0cf46c1cf1a&thumb=Y","2024-08-05","기관","2024-08-02 00:00:00.0","2024-09-30 00:00:00.0","기타","126.984086790682","37.5879786940055","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148661&menuNo=200009"
"교육/체험","종로구","[종로문화재단] 2024 무계원 전통서당 체험 프로그램 [예(禮)티켓 서당]","2024-08-02~2024-09-22","무계원 안채","종로문화재단","누구나","","","","","https://www.jfac.or.kr/site/main/program/educ_all_list_view?pgIdx=2247","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7754dc60977b437585db4db3e5987ce5&thumb=Y","2024-07-19","기관","2024-08-02 00:00:00.0","2024-09-22 00:00:00.0","기타","126.9634368","37.5918679","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148243&menuNo=200011"
"교육/체험","관악구","[서울시 관악복합평생교육센터] 8월 여름철 건강 꽃차 만들기","2024-08-02~2024-09-20","서울시 관악복합평생교육센터","서울시 관악복합평생교육센터","누구나","20,000원","","","","https://www.seoullifelong.co.kr/index.php?module=Board&action=SiteBoardAll&sMode=VIEW_FORM&iBrdNo=16&iBrdContNo=45&sBrdContRe=0&sSearchField=&sSearchValue=&CurrentPage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3c9432396ef478092f4ef18bee463ee&thumb=Y","2024-07-19","기관","2024-08-02 00:00:00.0","2024-09-20 00:00:00.0","기타","126.958335234959","37.4722178724298","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148248&menuNo=200011"
"교육/체험","종로구","[서울공예박물관] Open Studio : 조물조물 캔들(8월)","2024-08-02~2024-08-30","서울공예박물관 전시3동 1층","서울공예박물관","모든 시민","","","","","https://craftmuseum.seoul.go.kr/progrm/view/270","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=add9c669190d4c28b1f9ffe8000c3d7f&thumb=Y","2024-07-26","기관","2024-08-02 00:00:00.0","2024-08-30 00:00:00.0","기타","126.983533363501","37.5766481740232","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148467&menuNo=200011"
"전시/미술","종로구","[돈의문박물관마을X갤러리아미디 기획전]  마음이 고양고양","2024-08-02~2024-08-29","돈의문박물관마을 시민갤러리","돈의문박물관마을","시민 누구나","무료","","일상 속의 변주를 주는 고양이처럼 우리네 삶 속의 다양한 감정들이 주는 이야기를 담은 전시로 신진아티스트와 문학동네, 시민과 함께하는 고양이 콜렉팅 전시 ","","https://dmvillage.info/354","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=783e4f4abaa444a2a5984f0c7cec81f2&thumb=Y","2024-07-23","기관","2024-08-02 00:00:00.0","2024-08-29 00:00:00.0","기타","126.96852312550762","37.56882394907892","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148329&menuNo=200009"
"교육/체험","강남구","[강남구립논현도서관] 2024년 논현도서관 여름 독서교실 [여름아, 읽자!]","2024-08-02~2024-08-23","논현도서관 프로그램실","기타","초등 1~3학년 (선착순, 15명)","","","","","https://library.gangnam.go.kr/nhlib/menu/10213/program/30013/lectureDetail.do?currentPageNo=1&searchCategory=&manageCd=MB&searchStatusCd=&lectureIdx=28855","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8853106869a04d53a5f31859b4e25ffa&thumb=Y","2024-07-29","기관","2024-08-02 00:00:00.0","2024-08-23 00:00:00.0","어린이/청소년 문화행사","127.037204204847","37.5172831299803","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148493&menuNo=200011"
"교육/체험","성동구","[성동구립도서관] 2024 길 위의 인문학 [다정한 인문학 : 인공지능 시대, 유니크 휴머니즘]","2024-08-02~2024-08-23","성동구립도서관 YOUTH","성동문화재단","누구나","무료","백영재 박사, 구본권 한겨레신문 소장","","","https://www.sdfac.or.kr/kor/sdfac/board/noti_view.do?b_idx=7442","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0ab53ee7c33f41b79a40d711aaf7c4f1&thumb=Y","2024-07-22","기관","2024-08-02 00:00:00.0","2024-08-23 00:00:00.0","어린이/청소년 문화행사","127.034960654281","37.5591798757923","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148282&menuNo=200011"
"교육/체험","양천구","[서울문화재단] 서울시민예술학교 [가족 움직임 워크숍]","2024-08-02~2024-08-23","서울문화예술교육센터 양천 B1 미디어랩","서울문화재단","몸으로 자신을 표현하는 미술과 행위예술에 관심 있는 어린이와 가족","","","","","https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=34082","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9d6a46c8bba240dea4e47951a37c727c&thumb=Y","2024-07-05","기관","2024-08-02 00:00:00.0","2024-08-23 00:00:00.0","가족 문화행사","126.832145349117","37.5282197824835","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147986&menuNo=200011"
"전시/미술","송파구","[송파문화재단] 솔라해피아워 디지털 아카이브 전시","2024-08-02~2024-08-21","송파도서관 1층 창의공작소","송파문화재단","누구나","","","","","https://www.songpafac.or.kr/notice_view.do?brd_seq=859&curPage=&searchtype=&keyword=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d7c003e940248fcb76b43f26db3b193&thumb=Y","2024-07-22","기관","2024-08-02 00:00:00.0","2024-08-21 00:00:00.0","기타","127.134851529414","37.4999953511054","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148324&menuNo=200009"
